date,days,cloud_cover,humidity,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max,city,year,month
2007-09-10,2810,5,0.8,2.27,1.16,8.4,-3.7,-6.8,-0.5,SONNBLICK,2007,9
2007-09-11,2811,8,0.98,2.09,1.99,2.6,-3.9,-6.5,-1.3,SONNBLICK,2007,9
2007-09-12,2812,3,0.89,2.54,0.0,9.9,-4.3,-6.4,-2.1,SONNBLICK,2007,9
2007-09-13,2813,1,0.68,2.63,0.0,11.6,-0.7,-3.8,2.5,SONNBLICK,2007,9
2007-09-14,2814,2,0.67,2.3,0.14,10.4,0.8,-0.3,1.8,SONNBLICK,2007,9
2007-09-15,2815,5,0.93,1.7,0.0,6.9,0.4,-1.0,1.7,SONNBLICK,2007,9
2007-09-16,2816,4,0.97,2.44,0.0,11.2,1.8,-0.4,3.9,SONNBLICK,2007,9
2007-09-17,2817,5,0.88,1.01,0.11,2.8,2.0,1.5,2.5,SONNBLICK,2007,9
2007-09-18,2818,8,0.99,0.59,2.03,0.0,-2.6,-6.7,1.6,SONNBLICK,2007,9
2007-09-19,2819,5,0.97,2.48,0.0,10.5,-7.9,-11.0,-4.7,SONNBLICK,2007,9
2007-09-20,2820,1,0.96,2.37,0.0,11.7,-5.3,-7.9,-2.6,SONNBLICK,2007,9
2007-09-21,2821,0,0.75,2.4,0.0,11.9,-1.9,-4.7,0.9,SONNBLICK,2007,9
2007-09-22,2822,1,0.75,2.28,0.0,11.9,0.9,-0.7,2.5,SONNBLICK,2007,9
2007-09-23,2823,3,0.69,1.92,0.0,7.6,2.2,0.5,3.9,SONNBLICK,2007,9
2007-09-24,2824,2,0.87,1.72,0.0,9.5,2.2,0.7,3.6,SONNBLICK,2007,9
2007-09-25,2825,6,0.99,1.7,0.0,5.2,0.7,-1.5,2.9,SONNBLICK,2007,9
2007-09-26,2826,8,0.99,0.87,1.1,0.0,-3.4,-5.4,-1.4,SONNBLICK,2007,9
2007-09-27,2827,8,1.0,1.11,0.95,0.0,-4.6,-6.0,-3.2,SONNBLICK,2007,9
2007-09-28,2828,8,1.0,1.33,0.62,0.0,-5.6,-6.2,-4.9,SONNBLICK,2007,9
2007-09-29,2829,8,0.96,1.32,0.05,0.8,-5.2,-6.7,-3.7,SONNBLICK,2007,9
2007-09-30,2830,2,0.79,2.1,0.0,8.4,-3.0,-6.9,0.9,SONNBLICK,2007,9
2007-10-01,2831,5,0.76,1.96,0.0,9.3,1.1,-1.9,4.0,SONNBLICK,2007,10
2007-10-02,2832,5,0.75,1.91,0.02,9.4,2.5,1.2,3.7,SONNBLICK,2007,10
2007-10-03,2833,3,0.84,1.69,0.0,8.1,2.8,0.6,4.9,SONNBLICK,2007,10
2007-10-04,2834,7,0.83,1.15,0.0,1.7,3.0,2.1,3.9,SONNBLICK,2007,10
2007-10-05,2835,7,0.93,1.21,0.34,3.5,2.8,1.7,3.9,SONNBLICK,2007,10
2007-10-06,2836,7,0.99,1.28,0.54,4.4,0.3,-2.0,2.5,SONNBLICK,2007,10
2007-10-07,2837,1,0.31,2.02,0.0,11.4,-2.0,-5.3,1.3,SONNBLICK,2007,10
2007-10-08,2838,0,0.49,2.08,0.0,11.2,1.0,-1.5,3.5,SONNBLICK,2007,10
2007-10-09,2839,4,0.7,2.2,0.0,10.1,-1.8,-3.0,-0.6,SONNBLICK,2007,10
2007-10-10,2840,6,0.78,1.08,0.0,9.5,-3.6,-5.8,-1.4,SONNBLICK,2007,10
2007-10-11,2841,2,0.76,1.77,0.0,9.6,-4.8,-8.8,-0.8,SONNBLICK,2007,10
2007-10-12,2842,5,0.69,1.58,0.03,7.4,-3.1,-4.9,-1.2,SONNBLICK,2007,10
2007-10-13,2843,5,0.78,1.7,0.0,7.8,-5.8,-6.9,-4.6,SONNBLICK,2007,10
2007-10-14,2844,0,0.51,1.82,0.0,10.9,-2.7,-5.3,-0.1,SONNBLICK,2007,10
2007-10-15,2845,1,0.35,1.82,0.0,11.0,2.4,-0.5,5.2,SONNBLICK,2007,10
2007-10-16,2846,0,0.39,1.8,0.0,10.8,2.5,1.3,3.7,SONNBLICK,2007,10
2007-10-17,2847,2,0.38,1.78,0.03,10.6,0.5,-0.5,1.5,SONNBLICK,2007,10
2007-10-18,2848,8,0.98,0.32,1.71,0.0,-6.0,-11.4,-0.5,SONNBLICK,2007,10
2007-10-19,2849,8,0.99,0.81,1.24,0.0,-12.4,-13.3,-11.4,SONNBLICK,2007,10
2007-10-20,2850,8,1.0,0.91,0.83,0.0,-14.2,-15.5,-12.9,SONNBLICK,2007,10
2007-10-21,2851,8,0.99,1.21,0.79,0.0,-13.4,-14.9,-11.9,SONNBLICK,2007,10
2007-10-22,2852,8,1.0,0.81,0.85,0.0,-12.4,-15.3,-9.5,SONNBLICK,2007,10
2007-10-23,2853,8,1.0,1.01,1.0,0.0,-8.1,-9.8,-6.3,SONNBLICK,2007,10
2007-10-24,2854,8,1.0,0.87,0.3,0.0,-9.6,-13.0,-6.1,SONNBLICK,2007,10
2007-10-25,2855,3,0.93,1.58,0.0,10.0,-6.3,-7.6,-4.9,SONNBLICK,2007,10
2007-10-26,2856,8,0.96,0.61,0.42,0.0,-5.5,-7.7,-3.2,SONNBLICK,2007,10
2007-10-27,2857,6,0.97,1.22,1.94,0.0,-2.9,-3.4,-2.4,SONNBLICK,2007,10
2007-10-28,2858,5,0.94,1.26,0.25,3.8,-5.8,-9.0,-2.6,SONNBLICK,2007,10
2007-10-29,2859,3,0.53,1.39,0.0,8.4,-4.6,-9.5,0.3,SONNBLICK,2007,10
2007-10-30,2860,8,0.82,0.7,0.63,0.0,-4.1,-7.6,-0.5,SONNBLICK,2007,10
2007-10-31,2861,5,0.94,0.99,0.0,1.3,-9.4,-11.1,-7.6,SONNBLICK,2007,10
2007-11-01,2862,1,0.72,1.34,0.0,6.9,-7.8,-11.1,-4.4,SONNBLICK,2007,11
2007-11-02,2863,4,0.77,0.89,0.0,4.6,-3.7,-5.5,-1.9,SONNBLICK,2007,11
2007-11-03,2864,1,0.72,1.36,0.0,9.6,-1.2,-3.2,0.8,SONNBLICK,2007,11
2007-11-04,2865,6,0.97,0.84,0.0,0.5,-5.7,-9.9,-1.4,SONNBLICK,2007,11
2007-11-05,2866,1,0.39,1.37,0.0,9.8,-8.1,-10.6,-5.6,SONNBLICK,2007,11
2007-11-06,2867,8,0.85,0.58,3.4,0.0,-9.7,-13.3,-6.1,SONNBLICK,2007,11
2007-11-07,2868,8,0.93,0.75,2.46,0.0,-12.0,-14.8,-9.2,SONNBLICK,2007,11
2007-11-08,2869,5,0.94,1.07,0.74,2.0,-8.8,-10.5,-7.1,SONNBLICK,2007,11
2007-11-09,2870,8,0.97,0.65,2.1,0.0,-12.0,-16.6,-7.4,SONNBLICK,2007,11
2007-11-10,2871,8,0.98,0.46,3.32,0.0,-14.3,-16.9,-11.6,SONNBLICK,2007,11
2007-11-11,2872,8,0.98,0.87,2.98,0.0,-11.1,-14.1,-8.0,SONNBLICK,2007,11
2007-11-12,2873,8,0.97,0.81,1.75,0.0,-13.6,-17.6,-9.6,SONNBLICK,2007,11
2007-11-13,2874,5,0.78,1.19,0.37,7.7,-17.8,-19.1,-16.4,SONNBLICK,2007,11
2007-11-14,2875,7,0.97,1.04,0.93,0.0,-15.7,-18.7,-12.7,SONNBLICK,2007,11
2007-11-15,2876,8,0.98,0.86,0.27,0.0,-18.5,-21.0,-15.9,SONNBLICK,2007,11
2007-11-16,2877,7,0.92,0.88,0.0,0.0,-18.1,-20.6,-15.6,SONNBLICK,2007,11
2007-11-17,2878,3,0.88,0.95,0.0,3.0,-16.3,-17.8,-14.7,SONNBLICK,2007,11
2007-11-18,2879,8,0.9,0.69,0.05,0.0,-14.1,-18.1,-10.0,SONNBLICK,2007,11
2007-11-19,2880,5,0.54,1.05,0.0,6.7,-8.1,-10.8,-5.3,SONNBLICK,2007,11
2007-11-20,2881,5,0.61,0.64,0.0,0.7,-5.5,-8.6,-2.3,SONNBLICK,2007,11
2007-11-21,2882,7,0.97,0.53,0.0,0.0,-3.7,-4.3,-3.1,SONNBLICK,2007,11
2007-11-22,2883,8,0.96,0.65,0.05,0.0,-4.4,-5.2,-3.6,SONNBLICK,2007,11
2007-11-23,2884,8,0.98,0.28,1.6,0.0,-4.6,-5.3,-3.9,SONNBLICK,2007,11
2007-11-24,2885,8,0.97,0.32,2.47,0.0,-3.7,-4.4,-3.0,SONNBLICK,2007,11
2007-11-25,2886,8,0.96,0.59,1.2,0.0,-7.4,-10.5,-4.3,SONNBLICK,2007,11
2007-11-26,2887,8,0.98,0.45,2.63,0.0,-13.2,-17.6,-8.7,SONNBLICK,2007,11
2007-11-27,2888,5,0.92,0.82,0.12,2.7,-15.8,-17.6,-13.9,SONNBLICK,2007,11
2007-11-28,2889,1,0.68,0.95,0.0,8.9,-9.6,-14.3,-4.9,SONNBLICK,2007,11
2007-11-29,2890,1,0.64,0.92,0.0,9.0,-5.1,-6.3,-3.9,SONNBLICK,2007,11
2007-11-30,2891,7,0.96,0.73,0.11,2.1,-8.1,-10.3,-5.8,SONNBLICK,2007,11
2007-12-01,2892,5,0.68,0.81,0.15,7.0,-6.8,-9.8,-3.8,SONNBLICK,2007,12
2007-12-02,2893,7,0.98,0.82,0.21,3.8,-7.4,-9.6,-5.2,SONNBLICK,2007,12
2007-12-03,2894,8,0.97,0.72,0.85,0.8,-11.4,-13.5,-9.2,SONNBLICK,2007,12
2007-12-04,2895,8,0.99,0.37,2.09,0.0,-15.1,-16.8,-13.4,SONNBLICK,2007,12
2007-12-05,2896,6,0.86,0.6,0.07,0.0,-10.6,-15.5,-5.7,SONNBLICK,2007,12
2007-12-06,2897,5,0.9,0.86,0.1,5.5,-7.3,-8.8,-5.7,SONNBLICK,2007,12
2007-12-07,2898,7,1.0,0.4,1.35,0.0,-6.2,-8.6,-3.8,SONNBLICK,2007,12
2007-12-08,2899,8,1.0,0.53,0.5,0.0,-9.3,-13.6,-5.0,SONNBLICK,2007,12
2007-12-09,2900,7,0.95,0.35,1.3,0.0,-10.5,-13.5,-7.5,SONNBLICK,2007,12
2007-12-10,2901,5,0.96,0.73,0.4,5.7,-11.7,-13.6,-9.8,SONNBLICK,2007,12
2007-12-11,2902,8,0.97,0.42,1.45,0.0,-13.4,-14.3,-12.4,SONNBLICK,2007,12
2007-12-12,2903,8,1.0,0.42,0.88,0.0,-14.1,-14.7,-13.5,SONNBLICK,2007,12
2007-12-13,2904,8,0.95,0.56,0.1,0.0,-15.0,-16.7,-13.2,SONNBLICK,2007,12
2007-12-14,2905,7,0.91,0.42,0.04,0.8,-18.3,-20.3,-16.3,SONNBLICK,2007,12
2007-12-15,2906,3,0.88,0.84,0.0,6.6,-20.4,-22.3,-18.5,SONNBLICK,2007,12
2007-12-16,2907,5,0.88,0.82,0.0,6.7,-17.5,-19.6,-15.4,SONNBLICK,2007,12
2007-12-17,2908,1,0.88,0.86,0.0,8.4,-15.5,-16.4,-14.5,SONNBLICK,2007,12
2007-12-18,2909,3,0.65,0.8,0.0,6.1,-13.2,-15.4,-11.0,SONNBLICK,2007,12
2007-12-19,2910,0,0.53,0.82,0.0,8.6,-11.1,-12.8,-9.3,SONNBLICK,2007,12
2007-12-20,2911,1,0.55,0.8,0.0,8.7,-7.6,-10.5,-4.6,SONNBLICK,2007,12
2007-12-21,2912,0,0.51,0.82,0.0,8.5,-7.1,-7.7,-6.4,SONNBLICK,2007,12
2007-12-22,2913,3,0.47,0.79,0.0,7.8,-7.8,-8.6,-6.9,SONNBLICK,2007,12
2007-12-23,2914,6,0.67,0.63,0.0,4.1,-8.2,-9.4,-6.9,SONNBLICK,2007,12
2007-12-24,2915,2,0.57,0.82,0.0,8.1,-11.1,-13.7,-8.5,SONNBLICK,2007,12
2007-12-25,2916,7,0.94,0.7,0.04,3.5,-15.3,-16.9,-13.7,SONNBLICK,2007,12
2007-12-26,2917,3,0.58,0.78,0.0,7.6,-14.0,-17.9,-10.0,SONNBLICK,2007,12
2007-12-27,2918,0,0.49,0.79,0.0,7.6,-10.5,-12.5,-8.4,SONNBLICK,2007,12
2007-12-28,2919,2,0.29,0.86,0.0,7.7,-7.3,-10.1,-4.4,SONNBLICK,2007,12
2007-12-29,2920,0,0.21,0.85,0.0,7.8,-6.1,-7.9,-4.2,SONNBLICK,2007,12
2007-12-30,2921,6,0.77,0.45,0.28,0.0,-11.0,-14.0,-7.9,SONNBLICK,2007,12
2007-12-31,2922,8,1.0,0.38,1.2,0.0,-15.7,-17.3,-14.0,SONNBLICK,2007,12
2008-01-01,2923,3,0.95,0.86,0.03,7.4,-19.1,-20.9,-17.3,SONNBLICK,2008,1
2008-01-02,2924,0,0.65,0.89,0.0,8.7,-18.4,-20.0,-16.7,SONNBLICK,2008,1
2008-01-03,2925,5,0.92,0.64,0.0,0.0,-15.8,-19.7,-11.8,SONNBLICK,2008,1
2008-01-04,2926,6,0.9,0.62,0.2,0.2,-11.2,-12.4,-10.0,SONNBLICK,2008,1
2008-01-05,2927,8,0.98,0.36,1.58,1.2,-10.5,-12.1,-8.8,SONNBLICK,2008,1
2008-01-06,2928,8,0.97,0.64,0.95,0.0,-9.8,-11.6,-8.0,SONNBLICK,2008,1
2008-01-07,2929,7,0.97,0.62,0.61,1.1,-9.6,-12.8,-6.3,SONNBLICK,2008,1
2008-01-08,2930,0,0.64,0.92,0.0,8.4,-11.9,-14.5,-9.3,SONNBLICK,2008,1
2008-01-09,2931,6,0.44,0.59,0.0,0.6,-8.3,-11.0,-5.5,SONNBLICK,2008,1
2008-01-10,2932,3,0.71,0.9,0.0,8.3,-8.0,-10.0,-5.9,SONNBLICK,2008,1
2008-01-11,2933,5,0.95,0.6,0.41,1.9,-8.0,-9.9,-6.0,SONNBLICK,2008,1
2008-01-12,2934,8,0.96,0.21,1.7,0.0,-8.1,-8.9,-7.2,SONNBLICK,2008,1
2008-01-13,2935,8,0.96,0.42,0.21,0.0,-8.9,-10.2,-7.5,SONNBLICK,2008,1
2008-01-14,2936,3,0.95,0.89,0.0,6.9,-9.7,-10.5,-8.8,SONNBLICK,2008,1
2008-01-15,2937,6,0.96,0.86,0.18,0.0,-11.1,-12.2,-10.0,SONNBLICK,2008,1
2008-01-16,2938,8,0.96,0.37,0.87,0.0,-10.3,-10.6,-10.0,SONNBLICK,2008,1
2008-01-17,2939,8,0.96,0.53,1.4,0.0,-10.0,-10.6,-9.4,SONNBLICK,2008,1
2008-01-18,2940,6,0.96,0.99,0.61,5.9,-10.2,-11.5,-8.9,SONNBLICK,2008,1
2008-01-19,2941,4,0.75,0.65,0.0,1.6,-7.5,-11.6,-3.3,SONNBLICK,2008,1
2008-01-20,2942,6,0.35,0.7,0.0,3.2,-3.9,-5.6,-2.2,SONNBLICK,2008,1
2008-01-21,2943,2,0.4,0.99,0.0,7.8,-2.9,-3.8,-2.0,SONNBLICK,2008,1
2008-01-22,2944,7,0.93,0.54,2.05,0.0,-9.9,-16.2,-3.6,SONNBLICK,2008,1
2008-01-23,2945,3,0.83,1.07,0.0,7.5,-16.0,-20.3,-11.6,SONNBLICK,2008,1
2008-01-24,2946,2,0.85,1.07,0.0,9.1,-9.3,-16.2,-2.3,SONNBLICK,2008,1
2008-01-25,2947,3,0.47,0.91,0.0,5.4,-6.9,-10.8,-2.9,SONNBLICK,2008,1
2008-01-26,2948,3,0.27,1.13,0.0,8.3,-5.4,-7.6,-3.1,SONNBLICK,2008,1
2008-01-27,2949,8,0.87,0.46,2.19,0.0,-7.8,-10.2,-5.4,SONNBLICK,2008,1
2008-01-28,2950,4,0.84,1.04,0.0,5.1,-7.7,-10.6,-4.7,SONNBLICK,2008,1
2008-01-29,2951,3,0.37,1.19,0.0,9.3,-4.9,-6.2,-3.6,SONNBLICK,2008,1
2008-01-30,2952,8,0.78,0.95,0.19,3.1,-7.9,-11.8,-4.0,SONNBLICK,2008,1
2008-01-31,2953,7,0.95,0.89,0.0,0.4,-12.1,-12.9,-11.2,SONNBLICK,2008,1
2008-02-01,2954,7,0.9,0.89,0.48,1.1,-10.5,-13.0,-8.0,SONNBLICK,2008,2
2008-02-02,2955,8,0.95,0.66,1.19,0.0,-13.4,-16.4,-10.4,SONNBLICK,2008,2
2008-02-03,2956,8,0.95,0.85,0.62,0.4,-13.7,-16.9,-10.4,SONNBLICK,2008,2
2008-02-04,2957,8,0.95,0.53,1.27,0.0,-10.4,-11.3,-9.4,SONNBLICK,2008,2
2008-02-05,2958,6,0.95,0.81,0.04,0.4,-10.9,-13.1,-8.6,SONNBLICK,2008,2
2008-02-06,2959,7,0.95,0.91,1.64,3.4,-8.9,-11.5,-6.2,SONNBLICK,2008,2
2008-02-07,2960,8,0.94,0.78,1.12,0.0,-14.1,-16.7,-11.5,SONNBLICK,2008,2
2008-02-08,2961,2,0.79,1.4,0.0,9.5,-15.6,-18.6,-12.5,SONNBLICK,2008,2
2008-02-09,2962,1,0.76,1.39,0.0,9.7,-12.4,-13.8,-10.9,SONNBLICK,2008,2
2008-02-10,2963,1,0.39,1.39,0.0,9.5,-10.6,-12.5,-8.7,SONNBLICK,2008,2
2008-02-11,2964,2,0.45,1.47,0.0,10.3,-12.2,-14.2,-10.2,SONNBLICK,2008,2
2008-02-12,2965,0,0.42,1.52,0.0,10.3,-10.1,-11.8,-8.3,SONNBLICK,2008,2
2008-02-13,2966,0,0.2,1.54,0.0,10.4,-8.8,-11.8,-5.7,SONNBLICK,2008,2
2008-02-14,2967,1,0.4,1.54,0.0,10.3,-8.6,-9.9,-7.2,SONNBLICK,2008,2
2008-02-15,2968,3,0.74,1.47,0.0,9.2,-12.4,-16.7,-8.1,SONNBLICK,2008,2
2008-02-16,2969,0,0.37,1.66,0.0,10.4,-18.4,-20.0,-16.7,SONNBLICK,2008,2
2008-02-17,2970,3,0.55,1.56,0.0,8.9,-14.9,-18.8,-11.0,SONNBLICK,2008,2
2008-02-18,2971,2,0.55,1.62,0.0,10.7,-12.0,-13.4,-10.5,SONNBLICK,2008,2
2008-02-19,2972,0,0.68,1.66,0.0,10.5,-8.9,-12.2,-5.5,SONNBLICK,2008,2
2008-02-20,2973,2,0.38,1.69,0.0,10.2,-6.8,-8.1,-5.5,SONNBLICK,2008,2
2008-02-21,2974,5,0.94,1.26,0.0,4.1,-8.0,-9.1,-6.8,SONNBLICK,2008,2
2008-02-22,2975,6,0.94,1.13,0.1,0.8,-6.5,-9.7,-3.2,SONNBLICK,2008,2
2008-02-23,2976,5,0.78,1.54,0.17,5.0,-6.0,-7.8,-4.2,SONNBLICK,2008,2
2008-02-24,2977,2,0.36,1.77,0.0,10.5,-2.6,-6.6,1.4,SONNBLICK,2008,2
2008-02-25,2978,2,0.59,1.74,0.0,9.2,-2.8,-4.3,-1.3,SONNBLICK,2008,2
2008-02-26,2979,2,0.78,1.85,0.09,10.5,-4.9,-5.6,-4.2,SONNBLICK,2008,2
2008-02-27,2980,7,0.92,1.64,0.09,4.0,-6.3,-7.8,-4.8,SONNBLICK,2008,2
2008-02-28,2981,3,0.54,1.88,0.0,9.2,-9.2,-11.9,-6.4,SONNBLICK,2008,2
2008-02-29,2982,7,0.95,1.3,0.49,1.3,-5.3,-7.2,-3.4,SONNBLICK,2008,2
2008-03-01,2983,8,0.94,0.76,3.19,0.0,-8.1,-11.5,-4.6,SONNBLICK,2008,3
2008-03-02,2984,6,0.95,1.28,1.25,3.3,-9.2,-12.1,-6.2,SONNBLICK,2008,3
2008-03-03,2985,5,0.82,2.12,1.17,10.0,-4.6,-7.1,-2.1,SONNBLICK,2008,3
2008-03-04,2986,8,0.96,1.02,1.49,0.0,-10.9,-16.4,-5.3,SONNBLICK,2008,3
2008-03-05,2987,6,0.9,1.22,0.79,0.0,-18.3,-20.1,-16.4,SONNBLICK,2008,3
2008-03-06,2988,4,0.89,1.77,0.0,8.0,-15.4,-23.3,-7.4,SONNBLICK,2008,3
2008-03-07,2989,8,0.95,1.32,0.02,0.0,-6.2,-8.6,-3.7,SONNBLICK,2008,3
2008-03-08,2990,5,0.95,1.66,0.0,0.0,-7.2,-9.5,-4.8,SONNBLICK,2008,3
2008-03-09,2991,8,0.97,1.73,0.02,3.5,-8.4,-9.5,-7.2,SONNBLICK,2008,3
2008-03-10,2992,8,0.97,1.14,2.6,0.0,-10.3,-11.5,-9.0,SONNBLICK,2008,3
2008-03-11,2993,5,0.91,1.68,1.12,4.1,-11.1,-12.5,-9.7,SONNBLICK,2008,3
2008-03-12,2994,8,1.0,1.55,2.42,0.0,-8.2,-12.7,-3.6,SONNBLICK,2008,3
2008-03-13,2995,7,0.94,1.95,1.12,1.8,-11.2,-14.9,-7.5,SONNBLICK,2008,3
2008-03-14,2996,8,0.96,1.45,1.3,0.0,-8.7,-12.9,-4.4,SONNBLICK,2008,3
2008-03-15,2997,4,0.87,2.34,0.0,9.4,-7.1,-9.4,-4.7,SONNBLICK,2008,3
2008-03-16,2998,8,0.9,0.89,2.25,0.0,-8.1,-10.5,-5.7,SONNBLICK,2008,3
2008-03-17,2999,7,0.99,1.91,0.53,2.2,-9.0,-11.3,-6.7,SONNBLICK,2008,3
2008-03-18,3000,6,0.96,2.22,0.9,5.9,-12.9,-15.7,-10.1,SONNBLICK,2008,3
2008-03-19,3001,5,0.92,2.41,0.37,9.4,-17.5,-20.2,-14.7,SONNBLICK,2008,3
2008-03-20,3002,8,0.92,1.85,0.98,1.9,-17.7,-19.8,-15.6,SONNBLICK,2008,3
2008-03-21,3003,8,0.9,1.82,1.54,0.0,-16.7,-19.4,-14.0,SONNBLICK,2008,3
2008-03-22,3004,7,0.91,2.45,0.2,7.9,-15.3,-17.9,-12.7,SONNBLICK,2008,3
2008-03-23,3005,7,0.93,1.81,1.07,0.0,-14.0,-17.3,-10.6,SONNBLICK,2008,3
2008-03-24,3006,8,0.91,2.22,0.71,1.3,-18.2,-20.0,-16.3,SONNBLICK,2008,3
2008-03-25,3007,8,0.9,1.49,1.36,0.0,-18.7,-21.1,-16.3,SONNBLICK,2008,3
2008-03-26,3008,7,0.91,2.2,0.09,3.2,-16.8,-21.0,-12.5,SONNBLICK,2008,3
2008-03-27,3009,7,0.93,2.17,0.75,4.4,-11.4,-14.6,-8.1,SONNBLICK,2008,3
2008-03-28,3010,8,0.93,1.92,0.32,1.2,-9.9,-12.2,-7.5,SONNBLICK,2008,3
2008-03-29,3011,5,0.91,2.19,0.17,5.3,-9.7,-11.7,-7.7,SONNBLICK,2008,3
2008-03-30,3012,3,0.53,2.84,0.0,12.0,-6.9,-10.4,-3.4,SONNBLICK,2008,3
2008-03-31,3013,6,0.69,2.5,0.0,9.5,-4.5,-6.4,-2.5,SONNBLICK,2008,3
2008-04-01,3014,8,0.97,1.6,0.57,0.0,-6.1,-7.2,-5.0,SONNBLICK,2008,4
2008-04-02,3015,8,0.96,1.62,2.82,0.2,-9.6,-12.3,-6.8,SONNBLICK,2008,4
2008-04-03,3016,8,0.98,2.01,1.15,0.0,-12.7,-14.0,-11.3,SONNBLICK,2008,4
2008-04-04,3017,8,0.98,2.55,0.04,0.0,-13.0,-14.4,-11.5,SONNBLICK,2008,4
2008-04-05,3018,4,0.86,3.0,0.0,9.3,-12.7,-15.2,-10.1,SONNBLICK,2008,4
2008-04-06,3019,7,0.89,1.86,1.23,0.0,-10.9,-12.8,-9.0,SONNBLICK,2008,4
2008-04-07,3020,8,0.98,2.08,1.48,1.2,-12.7,-14.6,-10.8,SONNBLICK,2008,4
2008-04-08,3021,7,0.98,2.27,0.41,3.4,-9.2,-12.3,-6.0,SONNBLICK,2008,4
2008-04-09,3022,6,0.97,2.35,0.0,5.6,-5.9,-7.0,-4.7,SONNBLICK,2008,4
2008-04-10,3023,7,0.98,2.7,0.29,3.3,-4.5,-6.3,-2.6,SONNBLICK,2008,4
2008-04-11,3024,8,0.97,1.52,1.47,0.0,-4.5,-6.3,-2.6,SONNBLICK,2008,4
2008-04-12,3025,8,0.96,2.16,0.39,0.0,-6.7,-10.8,-2.5,SONNBLICK,2008,4
2008-04-13,3026,7,0.94,2.34,0.1,0.3,-9.0,-11.8,-6.1,SONNBLICK,2008,4
2008-04-14,3027,5,0.81,2.86,0.39,9.8,-8.4,-10.6,-6.1,SONNBLICK,2008,4
2008-04-15,3028,8,0.98,2.26,1.25,0.0,-10.2,-12.3,-8.0,SONNBLICK,2008,4
2008-04-16,3029,7,0.97,2.82,0.84,2.2,-11.2,-12.6,-9.8,SONNBLICK,2008,4
2008-04-17,3030,8,0.98,2.07,0.74,0.0,-10.0,-11.7,-8.2,SONNBLICK,2008,4
2008-04-18,3031,8,0.98,1.66,0.69,0.0,-6.8,-9.1,-4.4,SONNBLICK,2008,4
2008-04-19,3032,8,0.97,2.34,0.79,1.2,-5.8,-7.6,-3.9,SONNBLICK,2008,4
2008-04-20,3033,6,0.98,2.63,0.0,8.1,-6.2,-8.7,-3.7,SONNBLICK,2008,4
2008-04-21,3034,8,0.99,1.88,2.62,1.4,-4.4,-5.7,-3.0,SONNBLICK,2008,4
2008-04-22,3035,8,0.98,2.28,2.51,0.0,-6.7,-7.9,-5.5,SONNBLICK,2008,4
2008-04-23,3036,8,0.99,2.38,1.22,0.0,-6.7,-7.9,-5.5,SONNBLICK,2008,4
2008-04-24,3037,7,0.98,2.49,1.23,2.8,-7.5,-9.9,-5.0,SONNBLICK,2008,4
2008-04-25,3038,7,0.98,2.66,2.71,0.0,-6.3,-7.7,-4.9,SONNBLICK,2008,4
2008-04-26,3039,6,0.99,2.76,0.26,1.1,-7.7,-9.8,-5.5,SONNBLICK,2008,4
2008-04-27,3040,0,0.79,3.7,0.0,14.0,-6.4,-9.0,-3.7,SONNBLICK,2008,4
2008-04-28,3041,4,0.9,3.05,0.02,10.2,-4.6,-7.0,-2.1,SONNBLICK,2008,4
2008-04-29,3042,8,1.0,2.24,0.7,0.0,-5.4,-7.6,-3.2,SONNBLICK,2008,4
2008-04-30,3043,6,0.94,2.76,0.44,6.4,-6.0,-7.9,-4.1,SONNBLICK,2008,4
2008-05-01,3044,7,1.0,2.14,0.42,2.8,-6.1,-7.6,-4.5,SONNBLICK,2008,5
2008-05-02,3045,4,0.91,3.33,0.09,8.5,-7.0,-9.5,-4.4,SONNBLICK,2008,5
2008-05-03,3046,7,0.96,2.26,0.06,3.2,-5.9,-7.6,-4.2,SONNBLICK,2008,5
2008-05-04,3047,7,0.95,2.93,1.47,5.8,-5.1,-6.9,-3.2,SONNBLICK,2008,5
2008-05-05,3048,8,0.99,2.1,0.8,0.0,-7.4,-9.3,-5.4,SONNBLICK,2008,5
2008-05-06,3049,6,0.98,2.99,0.02,5.2,-6.4,-7.8,-4.9,SONNBLICK,2008,5
2008-05-07,3050,1,0.83,3.89,0.0,12.6,-6.3,-7.8,-4.7,SONNBLICK,2008,5
2008-05-08,3051,2,0.8,3.89,0.0,14.4,-5.1,-7.4,-2.7,SONNBLICK,2008,5
2008-05-09,3052,1,0.72,3.86,0.0,14.8,-2.8,-4.8,-0.7,SONNBLICK,2008,5
2008-05-10,3053,3,0.86,3.85,0.08,9.9,-2.7,-4.4,-0.9,SONNBLICK,2008,5
2008-05-11,3054,2,0.92,3.87,0.0,14.5,-3.6,-5.6,-1.5,SONNBLICK,2008,5
2008-05-12,3055,1,0.59,3.9,0.0,14.9,-3.1,-6.3,0.2,SONNBLICK,2008,5
2008-05-13,3056,3,0.69,3.89,0.0,14.6,-2.4,-5.7,1.0,SONNBLICK,2008,5
2008-05-14,3057,2,0.77,3.42,0.0,13.0,-1.7,-4.0,0.6,SONNBLICK,2008,5
2008-05-15,3058,5,0.84,2.87,0.0,8.9,-0.7,-2.7,1.3,SONNBLICK,2008,5
2008-05-16,3059,7,0.98,2.23,0.21,4.3,-1.4,-3.3,0.5,SONNBLICK,2008,5
